Date,House_Price_Index,Stock_Price_Index,Consumer_Price_Index,Population,Unemployment_Rate,Mortgage_Rate,Real_Disposable_Income,Real_Interest_Rate
2020.12,234.43,134.59409,262.035,205777000,6.7,2.684,1.53938E+13,0.25
2021.01,236.513,138.83574,262.65,205453000,6.4,2.735,1.69886E+13,0.25
2021.02,239.29,142.34292,263.638,205386000,6.2,2.81,1.55482E+13,0.25
2021.03,244.294,144.96486,264.914,205341000,6,3.0825,1.91195E+13,0.25
2021.04,249.898,150.28601,266.67,205307000,6,3.06,1.61469E+13,0.25
2021.05,255.524,153.5066,268.444,205292000,5.8,2.9625,1.56695E+13,0.25
2021.06,261.254,155.21782,270.559,205276000,5.9,2.975,1.56033E+13,0.25
2021.07,265.587,154.78493,271.764,205275000,5.4,2.868,1.57352E+13,0.25
2021.08,268.855,156.60779,272.87,205174000,5.2,2.8425,1.572E+13,0.25
2021.09,271.502,155.12097,274.028,205160000,4.7,2.9,1.54663E+13,0.25
2021.1,273.71,156.8541,276.522,205153000,4.6,3.0675,1.54724E+13,0.25
2021.11,276.092,159.94283,278.711,205122000,4.2,3.0675,1.54708E+13,0.25
2021.12,278.681,157.33822,280.887,205119000,3.9,3.098,1.54427E+13,0.25
